relation_id,source_person_id,target_person_id,original_relation_type,standard_relation_type,raw_relation_type,llm_suggested_relation_type,final_relation_type,llm_reason,llm_confidence,display_status,relation_quality_score,relation_risk_level,context,evidence_ref,weight,source_ids,correction_reason,confidence,needs_manual_review
REL-02332,ZLH-029,ZLH-131,交游,交游,交游,,交游,,,formal,25,low,"、田汉、洪深、叶绍钧、傅东华、史沫特莱以及左联、社联、美联代表余人出席,人们希望他“在两个政权对立的现在,更勇敢的为拥护苏维埃政权而做文学上的活动。“鲁迅“",左联史 第430页,1,SRC-0943,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-02333,ZLH-029,ZLH-132,组织隶属,合作,合作,,合作,,,formal,100,critical,"靳以、张天翼、吴朗西、萧乾、聂绀弩、欧阳山、曹白、田军等扶先生灵枢,前往万国公墅.在仕年月《中流卷期发表悼文《鲁迅先生是并没有死的》,沉痛悼念鲁迅..; 人。至年,美国伊罗生主编英译现代中国短篇小说集《草鞋脚》,茅盾和鲁迅推荐她的小说《倾跌》,并在《拟选小说及其作者评介》中介组说:“草明女士,轶,; (胡风)、尹虚、草明、艾芫、耽绀弩,吴冠如、丘东平、杨潮、华蒂(以群》、",左联词典 第270页; 左联词典 第281页; 左联词典 第481页,4,SRC-0532;SRC-0603;SRC-0536,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现联名/共同编辑/合作动作,medium,no
REL-02334,ZLH-029,ZLH-133,交游,交游,交游,,交游,,,formal,25,low,"靳以、张天翼、吴朗西、萧乾、聂绀弩、欧阳山、曹白、田军等扶先生灵枢,前往万国公墅.在仕年月《中流卷期发表悼文《鲁迅先生是并没有死的》,沉痛悼念鲁迅..",左联词典 第270页,1,SRC-0532,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-02335,ZLH-029,ZLH-134,组织隶属,合作,合作,,合作,,,formal,100,critical,"溶华、陈日尘、周而复、奚如、聂绀弩一起参加第一次小说家座谈会,讨论创作“主题的积极性和真人真事“等问题。为小说家座谈会主持人。同年月日鲁迅逝世,他和张天; 巴金、黄源、张天翼、欧阳山、聂绀弩、田军、周文、靳以、萧乾、吴朗西、黎券文、孟十还、曹白\鹿地亘等扶鲁迅先生灵枢上车,前往万国; (胡风)、尹虚、草明、艾芫、耽绀弩,吴冠如、丘东平、杨潮、华蒂(以群》、祈驼(于伶)、胡意(关露)等,发表",左联词典 第262页; 左联词典 第284页; 左联词典 第481页,4,SRC-0146;SRC-0534;SRC-0536,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现联名/共同编辑/合作动作,medium,no
REL-02336,ZLH-029,ZLH-137,交游,交游,交游,,交游,,,formal,25,low,"张天翼、草明、王任叔、荒煤、聂绀弩,陈白尖、李溶华、凡容、周而复、东平等参加第二次小说家座谈会,研究鲁迅,讨论鲁迅的小说《祝福劝《在酒楼上》。沙汀是左联培养的青",左联词典 第228页,1,SRC-0145,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-02337,ZLH-029,ZLH-139,组织隶属,纪念/悼念,纪念/悼念,,纪念/悼念,,,formal,100,critical,"、周文、路丁、胡风、欧阳山、聂绀弩、姚克、萧红、萧军、梅志等位左翼青年作家以“钜形花圈一袭敬献鲁迅先生“,表示哀悼。著有中短篇小说集《叶伯5、《生与死》、《",左联词典 第219页,1,SRC-0144,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现纪念/悼念动作,medium,no
REL-02338,ZLH-029,ZLH-141,交游,交游,交游,,交游,,,formal,25,low,"刊),与森堡司译《隐密的爱》(高尔基小说集,1932年湖风书局出版),对左翼文学运动作出了积极的贝献。叶紫(1912一1939)左翼作家。原名余鹤林,湖南益阳人; 巴金、黄源、张天翼、欧阳山、聂绀弩、田军、周文、靳以、萧乾、吴朗西、黎券文、孟十还、曹白\鹿地亘等扶鲁迅先生灵枢上车,前往万国公墓。年月日《中流》; 先生特辑“,发表陈烟桥、新波、绀弩、周文、东平、方之中、奚如的鲁迅悼文8",左联词典 第162页; 左联词典 第284页; 左联词典 第477页; 左联词典 第481页; 左联词典 第498页,5,SRC-0136;SRC-0534;SRC-0176;SRC-0536;SRC-0650,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-02339,ZLH-029,ZLH-142,组织隶属,合作,合作,,合作,,,formal,100,critical,"上的演说)《新现实与新文学》(法捷耶夫在第一次全苏作家大会上的演说),又发表《作家的世界观)《文艺的真实性》《探求新形式)》《“现实“与“题材“》等论文。还写有; 靳以、张天翼、吴朗西、萧乾、聂绀弩、欧阳山、曹白、田军等扶先生灵枢,前往万国公墅.在仕年月《中流卷期发表悼文《鲁迅先生是并没有死的》,沉痛悼念鲁迅..",左联词典 第162页; 左联词典 第270页,3,SRC-0136;SRC-0532,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现联名/共同编辑/合作动作,medium,no
REL-02340,ZLH-029,ZLH-143,组织隶属,纪念/悼念,纪念/悼念,,纪念/悼念,,,formal,100,critical,"巴比塞《火线上》,郑伯奇译法国罗曼罗兰《若望克里士托夫》,立波译俄国梭罗诃夫《被开垦的处女地》;中国之部则有郑振铎编《全元曲》、《元明讲史》初集、《元明传奇》二; 们还和胡风、欧阳山、张天翼、聂绀弩、路丁(王尧山)、萧红、萧军、梅志、周颖等位青年作家献上轰形花圈一袭,悼念鲁迅先生。日,周文和其他位中外作家扶先生",左联史 第269页; 左联史 第503页,3,SRC-0780;SRC-0753,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；上下文直接出现纪念/悼念动作,medium,no
REL-02341,ZLH-029,ZLH-144,签名联署,签名联署,签名联署,,签名联署,,,formal,25,low,"党。同年月在《中国著作家欢迎巴比塞代表团启事)上签名,支持世界反战会议在上海召开,欢迎巴比塞代表团来华。年经作家聂绀弩引荐任《中华日报》副刊《动向》; 坚实基础.1933年月,和耿绀弩、周颖等同时被捕,同年月,被日本政府驱逐出境,回到上海,数日后,与鲁迅见面,受到教海.同年月,任中国左翼作家联盟宣传部长.; (拉甫列涅夫)、《斯大林传》(巴比塞)、《列宁家书集》(法国巴比塞1935",左联词典 第162页; 左联词典 第282页; 左联词典 第308页,4,SRC-0136;SRC-0734;SRC-0254,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-02342,ZLH-029,ZLH-145,地下通讯,地下通讯,地下通讯,,地下通讯,,,formal,25,low,"年月,他去火车站欢迎英国文豪萧伯纳;4月,中共北平地下党组织为李大钊烈士迁薄举行了大规模的民众祭奠仪式,端木蕻良参加这一活动。月,他和方殷、臧云远合编左联机",左联史 第548页,1,SRC-0630,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-02343,ZLH-029,ZLH-147,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,"左联东京支部),成员有胡风、聂绀弩、叶以群、任钧、谢冰莹等,以群曾邀尹庚去参加过他们的一次会议。“九.一八“后,在东京的左联、社联、教联部分成员组织了“文化总同",左联史 第509页,1,SRC-0743,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes
REL-02344,ZLH-029,ZLH-150,交游,交游,交游,,交游,,,formal,25,low,"、黄素、王学文、郑伯奇、何畏、萧三、鄄达夫、陶商孙、方光然、金奎光、彭家煌、田汊、王一榴、董绍明、宣侠父、阿英、穆木天、魏金枝、夏衍、杨骚、杨潮、应修人、周毓英; 负责;小说研究会,由欧阳山、聂绀弩负责;诗歌研究会,由穆木天负责,出版《新诗歌》。这些研究会成立后,都做了不少工作,存在了很长一段时期,很有影响。为了让盟员了解; 。年月,得左联盟员聂绀弩之助,他被推荐担任《中华日报.动向》的",左联史 第25页; 左联史 第478页; 左联史 第542页; 左联史 第570页; 左联史 第608页,5,SRC-0695;SRC-0975;SRC-0952;SRC-0992;SRC-0852,结构性检测未发现需要自动改写的明确证据。,medium,no
REL-02345,ZLH-030,ZLH-001,组织隶属,同属组织,同属组织,,同属组织,,,formal,60,high,左联大众化工作委员会的活动（吴奚如） 上火线（张凌青（耀华）） “左联”回忆片断（草明） 我在“左联”工作的时候（任白戈） 回忆左联（魏猛克） 我参加“左联”时期文学活动的回忆片断（庄启东） 我和上海,左联回忆录 第700页,1,SRC-0042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes
REL-02346,ZLH-030,ZLH-009,组织隶属,同属组织,同属组织,,同属组织,,,formal,60,high,左联大众化工作委员会的活动（吴奚如） 上火线（张凌青（耀华）） “左联”回忆片断（草明） 我在“左联”工作的时候（任白戈） 回忆左联（魏猛克） 我参加“左联”时期文学活动的回忆片断（庄启东） 我和上海,左联回忆录 第700页,1,SRC-0042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes
REL-02347,ZLH-030,ZLH-031,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,"、草明(以上余仁凯),穆木天、葛琴(以上张伟),任钧(艾以),胡风(徐霖左联研究资料简介恩),关露(萧阳,林绀弹(费万龙),李辉英、端木蕻良(以上马踹疾),周扬",左联词典 第563页,1,SRC-0178,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes
REL-02348,ZLH-030,ZLH-032,组织隶属,论战,论战,,论战,,,formal,85,critical,"李辉英、李岫石、李之琏、丽尼、吴奚如、吴强、吴振刚,余修、邱韵铎、何非、何家槐、邹恩淘、应修人、辛劳、汪宪、沙汀、沈起孙、谷万川、谷景生、谷牧、张寮晖、张秀岩.; 艺,开展工农兵通讯运动。成员有吴奚如、徐平羽、何家槐、陈大戈、彭柏山等,吴奚如、徐平羽,何家槐先后担任过委员会的召集人。创作批评委员会左联秘书处下属单位.又称创; 辑,左联成员周钢鸣、聂绀弩、徐懋庸、吴奚如、林娜(司马文森)、梅雨(梅益",左联词典 第103页; 左联词典 第109页; 左联词典 第308页; 左联词典 第537页; 左联词典 第563页,5,SRC-0819;SRC-0135;SRC-0254;SRC-0609;SRC-0178,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；上下文直接出现论争/批评/论战动作,medium,no
REL-02349,ZLH-030,ZLH-033,组织隶属,同属组织,同属组织,,同属组织,,,formal,60,high,左联大众化工作委员会的活动（吴奚如） 上火线（张凌青（耀华）） “左联”回忆片断（草明） 我在“左联”工作的时候（任白戈） 回忆左联（魏猛克） 我参加“左联”时期文学活动的回忆片断（庄启东） 我和上海,左联回忆录 第700页,1,SRC-0042,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据只能支持同属组织或共同组织关联,low,yes
REL-02350,ZLH-030,ZLH-034,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,"李辉英、李岫石、李之琏、丽尼、吴奚如、吴强、吴振刚,余修、邱韵铎、何非、何家槐、邹恩淘、应修人、辛劳、汪宪、沙汀、沈起孙、谷万川、谷景生、谷牧、张寮晖、张秀岩.",左联词典 第103页,1,SRC-0819,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,yes
REL-02351,ZLH-030,ZLH-035,组织隶属,待核验,待核验,,待核验,,,formal,100,critical,"长路.李俊民、李绍庚、李正文、李辉英、李岫石、李之琏、丽尼、吴奚如、吴强、吴振刚,余修、邱韵铎、; 关露(萧阳,林绀弹(费万龙),李辉英、端木蕻良(以上马踹疾),周扬(张大明),蒲风、何家槐(以上潘颂德),欧阳H(吴锡河,吴奚如(叶中强、梅平),夏征农(吴慧",左联词典 第103页; 左联词典 第563页,3,SRC-0819;SRC-0178,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；缺少组织归属关键词；证据不足以支撑原关系类型,low,no
REL-02352,ZLH-030,ZLH-036,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,",胡也频、草明(以上余仁凯),穆木天、葛琴(以上张伟),任钧(艾以),胡风(徐霖左联研究资料简介恩),关露(萧阳,林绀弹(费万龙),李辉英、端木蕻良(以上马踹疾",左联词典 第563页,1,SRC-0178,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,yes
REL-02353,ZLH-030,ZLH-037,组织隶属,同属组织,同属组织,,同属组织,,,formal,85,critical,"任钧、阳翰笙、孙席珍、李伟森、吴奚如、应修人、沙汀、沈起子、张天翼、张松如、阿英、陈沂、林焕平、茅盾、郁达夫等位盟员作家在左联时期的活动。左联盟员谈左联“史; 东平(以上胡从经)、冯雪峰、楼适夷(以包子衍),阳翰笙、田汉(以上张向华),戴平万(饶茎子、黄仲文),孟超(卢正言),王任叔、扬邮人(以上陈梦烨),柯仲平(周; “回忆伟大导师鲁迅先生回忆录。吴奚如作,载《鲁迅研究资料》第期,天津人",左联词典 第520页; 左联词典 第563页; 左联词典 第678页,4,SRC-0608;SRC-0178;SRC-0778,人物-人物关系使用强证据型关系标签；人物-人物之间出现“组织隶属”语义不自然；证据更像长名单并列共现；证据只能支持同属组织或共同组织关联,low,no
